task	gate	complete_executions	rvf_quotient_disabled_loads	rvf_loads_attempted
gate-census.control.safe002_rmo.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe002_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe003_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe003_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe003_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe004_power.oepc_pso.oepc_rmo.oepc.yml	not-recorded	-1	0	0
gate-census.control.safe004_power.opt_pso.opt_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe004_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe005_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe005_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe006_power.oepc-thin000_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe006_power.opt-thin000_power.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	55	0	0
gate-census.control.safe006_pso.oepc_pso.opt_tso.oepc_tso.opt-thin000_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	70	0	0
gate-census.control.safe006_rmo.oepc_rmo.opt-thin000_rmo.oepc_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe007_power.oepc-thin001_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe007_power.opt-thin001_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe007_pso.oepc_pso.opt_tso.oepc_tso.opt-thin001_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe007_rmo.oepc_rmo.opt-thin001_rmo.oepc_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe008_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe008_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe008_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe009_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe009_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe009_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe009_rmo.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe009_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe010_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	9	0	0
gate-census.control.safe010_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	70	0	0
gate-census.control.safe011_power.oepc_pso.oepc_rmo.oepc_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe011_power.opt_pso.opt.yml	not-recorded	-1	0	0
gate-census.control.safe011_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe012_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe012_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe012_pso.oepc_pso.opt_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe012_rmo.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe012_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe013_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe013_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe014_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe014_power.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe014_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe014_rmo.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe014_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe015_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe015_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe015_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe015_rmo.yml	not-recorded	-1	0	0
gate-census.control.safe016_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe016_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe016_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe016_rmo.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe016_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe017_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	424	0	0
gate-census.control.safe017_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe018_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe018_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe018_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe018_rmo.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe018_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe019_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe019_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe019_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe019_rmo.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe019_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe020_power.yml	not-recorded	-1	0	0
gate-census.control.safe020_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe020_rmo.yml	not-recorded	-1	0	0
gate-census.control.safe021_power.oepc_pso.oepc_rmo.oepc_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe021_power.opt_pso.opt.yml	not-recorded	-1	0	0
gate-census.control.safe021_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe022_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	9	0	0
gate-census.control.safe022_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	70	0	0
gate-census.control.safe023_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe023_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe024_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe024_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe025_power.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe025_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe025_rmo.yml	not-recorded	-1	0	0
gate-census.control.safe026_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	424	0	0
gate-census.control.safe026_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe027_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe027_power.opt.yml	not-recorded	-1	0	0
gate-census.control.safe027_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe027_rmo.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.safe028_power.yml	not-recorded	-1	0	0
gate-census.control.safe028_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe028_rmo.yml	not-recorded	-1	0	0
gate-census.control.safe029_power.oepc_pso.oepc_rmo.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	9	0	0
gate-census.control.safe029_power.opt_pso.opt_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	55	0	0
gate-census.control.safe029_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	70	0	0
gate-census.control.safe030_power.oepc_pso.oepc_rmo.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe030_power.opt_pso.opt_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe030_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe031_power.oepc_pso.oepc_rmo.oepc.yml	not-recorded	-1	0	0
gate-census.control.safe031_power.opt_pso.opt_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe031_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe032_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe032_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe033_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	105	0	0
gate-census.control.safe033_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	126	0	0
gate-census.control.safe034_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml	not-recorded	-1	0	0
gate-census.control.safe034_tso.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe035_power.yml	not-recorded	-1	0	0
gate-census.control.safe035_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safe036.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	252	0	0
gate-census.control.safe037.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.safestack_relacy.yml	not-recorded	-1	0	0
gate-census.control.security.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.semaphore.yml	native-fallback reason=non-atomic load instruction	6592	0	0
gate-census.control.singleton.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	1	0	0
gate-census.control.singleton_with-uninit-problems.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	4	0	0
gate-census.control.spaghetti.wvr.yml	not-recorded	-1	0	0
gate-census.control.sssc12.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.sssc12_variant.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.stack-1.yml	native-fallback reason=non-atomic load instruction	0	0	0
gate-census.control.stack-2.yml	native-fallback reason=non-atomic load instruction	0	0	0
gate-census.control.stack_longer-1.yml	not-recorded	-1	0	0
gate-census.control.stack_longer-2.yml	not-recorded	-1	0	0
gate-census.control.stack_longest-1.yml	not-recorded	-1	0	0
gate-census.control.stack_longest-2.yml	not-recorded	-1	0	0
gate-census.control.stateful01-1.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.stateful01-2.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	6	0	0
gate-census.control.sync01.yml	not-recorded	-1	0	0
gate-census.control.szymanski.yml	native-fallback reason=control-flow loop outside the current RVF performance gate	6	0	0
gate-census.control.test-context1.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.test-easy1.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.test-easy10.wvr.yml	native-fallback reason=external call to __assert_fail	0	0	0
gate-census.control.test-easy11.wvr.yml	not-recorded	-1	0	0
gate-census.control.test-easy6.wvr.yml	native-fallback reason=external call to __assert_fail	0	0	0
gate-census.control.test-easy7.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.test-easy8.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.test-hard1.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.test-semi1.wvr.yml	native-fallback reason=external call to __assert_fail	0	0	0
gate-census.control.thin002_power.oepc.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.thin002_power.opt.yml	not-recorded	-1	0	0
gate-census.control.thin002_pso.oepc_pso.opt_tso.oepc_tso.opt.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.thin002_rmo.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.thread-local-pthread-value.yml	not-recorded	-1	0	0
gate-census.control.thread-local-value-dynamic.yml	native-fallback reason=control-flow loop outside the current RVF performance gate	0	0	0
gate-census.control.thread-local-value.yml	native-fallback reason=non-atomic load instruction	0	0	0
gate-census.control.ticketlock.yml	native-fallback reason=non-atomic load instruction	-1	0	0
gate-census.control.time_var_mutex.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	2	0	0
gate-census.control.tls_basic.yml	not-recorded	-1	0	0
gate-census.control.tls_destructor_worker.yml	not-recorded	-1	0	0
gate-census.control.triangular-1.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	16632	0	0
gate-census.control.triangular-2.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	3638	0	0
gate-census.control.triangular-longer-1.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.triangular-longer-2.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	-1	0	0
gate-census.control.triangular-longest-1.yml	not-recorded	-1	0	0
gate-census.control.triangular-longest-2.yml	not-recorded	-1	0	0
gate-census.control.ttaslock.yml	native-fallback reason=non-atomic load instruction	-1	0	0
gate-census.control.twostage_3.yml	native-fallback reason=non-atomic load instruction	4	0	0
gate-census.control.unroll-2.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.unroll-3.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.unroll-4.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.unroll-5.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.unroll-cond-2.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.unroll-cond-3.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.unroll-cond-4.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.unroll-cond-5.wvr.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.unwind1-1.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	2	0	0
gate-census.control.unwind1-100.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	2	0	0
gate-census.control.unwind1-nondet.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	0	0	0
gate-census.control.unwind2-1.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	1	0	0
gate-census.control.unwind2-100.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	1	0	0
gate-census.control.unwind2-nondet.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	0	0	0
gate-census.control.unwind3-1.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	1	0	0
gate-census.control.unwind3-100.yml	not-recorded	-1	0	0
gate-census.control.unwind3-nondet.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	0	0	0
gate-census.control.workstealqueue_mutex-2.yml	native-fallback reason=modeled call to __VERIFIER_mutex_lock	0	0	0
gate-census.control.wsc.yml	native-fallback reason=assume depends on an annotated load requiring native IPR	0	0	0
