model	task	scope	id	name	predicate_kind	type	universe	facts	bytes	attempts	evaluation_ns	sparse_bytes	best_bytes
pso	pthread-demo-datarace-1.yml	predicate	5	reach	12	relation	207	31186	6624	32766	0	125576	6624
pso	pthread-demo-datarace-1.yml	predicate	6	rf	0	relation	207	80	6624	0	0	1152	1152
pso	pthread-demo-datarace-1.yml	predicate	7	ext	0	relation	207	21624	6624	0	0	87328	6624
pso	pthread-demo-datarace-1.yml	predicate	8	rfe	5	relation	207	12	6624	32766	0	880	880
pso	pthread-demo-datarace-1.yml	predicate	9	fr	0	relation	207	2460	6624	0	0	10672	6624
pso	pthread-demo-datarace-1.yml	predicate	10	co	0	relation	207	4101	6624	0	0	17236	6624
pso	pthread-demo-datarace-1.yml	predicate	11	W	0	set	207	123	32	0	0	26	26
pso	pthread-demo-datarace-1.yml	predicate	12	po	0	relation	207	10302	6624	0	0	42040	6624
pso	pthread-demo-datarace-1.yml	predicate	13	loc	0	relation	207	21365	6624	0	0	86292	6624
pso	pthread-demo-datarace-1.yml	predicate	14	R	0	set	207	80	32	0	0	26	26
pso	pthread-demo-datarace-1.yml	predicate	15	F	0	set	207	0	32	0	0	26	26
pso	pthread-demo-datarace-1.yml	predicate	16	SC	0	set	207	0	32	0	0	26	26
pso	pthread-demo-datarace-1.yml	predicate	17	tc	0	relation	207	1	6624	0	0	836	836
pso	pthread-demo-datarace-1.yml	predicate	18	tj	0	relation	207	0	6624	0	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	19	rmw	0	relation	207	40	6624	0	0	992	992
pso	pthread-demo-datarace-1.yml	predicate	20	fre	5	relation	207	1200	6624	32766	0	5632	5632
pso	pthread-demo-datarace-1.yml	predicate	21	coe	5	relation	207	2141	6624	32766	0	9396	6624
pso	pthread-demo-datarace-1.yml	predicate	22	$n0	2	relation	207	2472	6624	32766	0	10720	6624
pso	pthread-demo-datarace-1.yml	predicate	23	$n1	7	relation	207	123	6624	32766	0	1324	1324
pso	pthread-demo-datarace-1.yml	predicate	24	$n2	3	relation	207	6021	6624	32766	0	24916	6624
pso	pthread-demo-datarace-1.yml	predicate	25	$n3	7	relation	207	123	6624	32766	0	1324	1324
pso	pthread-demo-datarace-1.yml	predicate	26	$n4	3	relation	207	3600	6624	32766	0	15232	6624
pso	pthread-demo-datarace-1.yml	predicate	27	$n5	7	relation	207	80	6624	32766	0	1152	1152
pso	pthread-demo-datarace-1.yml	predicate	28	$n6	3	relation	207	4080	6624	32766	0	17152	6624
pso	pthread-demo-datarace-1.yml	predicate	29	$n7	2	relation	207	6040	6624	32766	0	24992	6624
pso	pthread-demo-datarace-1.yml	predicate	30	$n8	7	relation	207	0	6624	32766	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	31	$n9	3	relation	207	0	6624	32766	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	32	$n10	3	relation	207	0	6624	32766	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	33	$n11	2	relation	207	6040	6624	32766	0	24992	6624
pso	pthread-demo-datarace-1.yml	predicate	34	$n12	5	set	207	0	32	32766	0	26	26
pso	pthread-demo-datarace-1.yml	predicate	35	$n13	7	relation	207	0	6624	32766	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	36	$n14	3	relation	207	0	6624	32766	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	37	$n15	7	relation	207	0	6624	32766	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	38	$n16	3	relation	207	0	6624	32766	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	39	$n17	11	relation	207	10509	6624	32766	0	42868	6624
pso	pthread-demo-datarace-1.yml	predicate	40	$n18	3	relation	207	2	6624	32766	0	840	840
pso	pthread-demo-datarace-1.yml	predicate	41	$n19	11	relation	207	10509	6624	32766	0	42868	6624
pso	pthread-demo-datarace-1.yml	predicate	42	$n20	3	relation	207	204	6624	32766	0	1648	1648
pso	pthread-demo-datarace-1.yml	predicate	43	$n21	11	relation	207	10509	6624	32766	0	42868	6624
pso	pthread-demo-datarace-1.yml	predicate	44	$n22	3	relation	207	0	6624	32766	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	45	$n23	11	relation	207	10509	6624	32766	0	42868	6624
pso	pthread-demo-datarace-1.yml	predicate	46	$n24	3	relation	207	0	6624	32766	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	47	$n25	2	relation	207	6244	6624	32766	0	25808	6624
pso	pthread-demo-datarace-1.yml	predicate	48	$n26	3	relation	207	608	6624	32766	0	3264	3264
pso	pthread-demo-datarace-1.yml	predicate	49	$n27	5	relation	207	1	6624	32766	0	836	836
pso	pthread-demo-datarace-1.yml	predicate	50	$n28	5	relation	207	5140	6624	32766	0	21392	6624
pso	pthread-demo-datarace-1.yml	predicate	51	$n29	2	relation	207	5152	6624	32766	0	21440	6624
pso	pthread-demo-datarace-1.yml	predicate	52	$n30	2	relation	207	6352	6624	32766	0	26240	6624
pso	pthread-demo-datarace-1.yml	predicate	53	$n31	2	relation	207	8530	6624	32766	0	34952	6624
pso	safestack_relacy.yml	base	-1	F	-1	set	216	0	32	0	0	27	27
pso	safestack_relacy.yml	base	-1	R	-1	set	216	62	32	0	0	27	27
pso	safestack_relacy.yml	base	-1	SC	-1	set	216	105	32	0	0	27	27
pso	safestack_relacy.yml	base	-1	W	-1	set	216	57	32	0	0	27	27
pso	safestack_relacy.yml	base	-1	co	-1	relation	216	234	6912	0	0	1804	1804
pso	safestack_relacy.yml	base	-1	ext	-1	relation	216	17530	6912	0	0	70988	6912
pso	safestack_relacy.yml	base	-1	fr	-1	relation	216	294	6912	0	0	2044	2044
pso	safestack_relacy.yml	base	-1	loc	-1	relation	216	2875	6912	0	0	12368	6912
pso	safestack_relacy.yml	base	-1	po	-1	relation	216	4375	6912	0	0	18368	6912
pso	safestack_relacy.yml	base	-1	rf	-1	relation	216	62	6912	0	0	1116	1116
pso	safestack_relacy.yml	base	-1	rmw	-1	relation	216	29	6912	0	0	984	984
pso	safestack_relacy.yml	base	-1	tc	-1	relation	216	3	6912	0	0	880	880
pso	safestack_relacy.yml	base	-1	tj	-1	relation	216	1	6912	0	0	872	872
pso	safestack_relacy.yml	predicate	0	com	2	relation	216	566	6912	31147	0	3132	3132
pso	safestack_relacy.yml	predicate	1	ww_loc	5	relation	216	75	6912	31147	0	1168	1168
pso	safestack_relacy.yml	predicate	2	ppo	2	relation	216	2780	6912	31147	0	11988	6912
pso	safestack_relacy.yml	predicate	3	lifecycle	2	relation	216	1246	6912	31147	0	5852	5852
pso	safestack_relacy.yml	predicate	4	order	2	relation	216	4319	6912	31147	0	18144	6912
pso	safestack_relacy.yml	predicate	5	reach	12	relation	216	16878	6912	31147	0	68380	6912
pso	safestack_relacy.yml	predicate	6	rf	0	relation	216	62	6912	0	0	1116	1116
pso	safestack_relacy.yml	predicate	7	ext	0	relation	216	17530	6912	0	0	70988	6912
pso	safestack_relacy.yml	predicate	8	rfe	5	relation	216	39	6912	31147	0	1024	1024
pso	safestack_relacy.yml	predicate	9	fr	0	relation	216	294	6912	0	0	2044	2044
pso	safestack_relacy.yml	predicate	10	co	0	relation	216	234	6912	0	0	1804	1804
pso	safestack_relacy.yml	predicate	11	W	0	set	216	57	32	0	0	27	27
pso	safestack_relacy.yml	predicate	12	po	0	relation	216	4375	6912	0	0	18368	6912
pso	safestack_relacy.yml	predicate	13	loc	0	relation	216	2875	6912	0	0	12368	6912
pso	safestack_relacy.yml	predicate	14	R	0	set	216	62	32	0	0	27	27
pso	safestack_relacy.yml	predicate	15	F	0	set	216	0	32	0	0	27	27
pso	safestack_relacy.yml	predicate	16	SC	0	set	216	105	32	0	0	27	27
pso	safestack_relacy.yml	predicate	17	tc	0	relation	216	3	6912	0	0	880	880
pso	safestack_relacy.yml	predicate	18	tj	0	relation	216	1	6912	0	0	872	872
pso	safestack_relacy.yml	predicate	19	rmw	0	relation	216	29	6912	0	0	984	984
pso	safestack_relacy.yml	predicate	20	fre	5	relation	216	149	6912	31147	0	1464	1464
pso	safestack_relacy.yml	predicate	21	coe	5	relation	216	172	6912	31147	0	1556	1556
pso	safestack_relacy.yml	predicate	22	$n0	2	relation	216	332	6912	31147	0	2196	2196
pso	safestack_relacy.yml	predicate	23	$n1	7	relation	216	57	6912	31147	0	1096	1096
pso	safestack_relacy.yml	predicate	24	$n2	3	relation	216	1148	6912	31147	0	5460	5460
pso	safestack_relacy.yml	predicate	25	$n3	7	relation	216	57	6912	31147	0	1096	1096
pso	safestack_relacy.yml	predicate	26	$n4	3	relation	216	379	6912	31147	0	2384	2384
pso	safestack_relacy.yml	predicate	27	$n5	7	relation	216	62	6912	31147	0	1116	1116
pso	safestack_relacy.yml	predicate	28	$n6	3	relation	216	1909	6912	31147	0	8504	6912
pso	safestack_relacy.yml	predicate	29	$n7	2	relation	216	1979	6912	31147	0	8784	6912
pso	safestack_relacy.yml	predicate	30	$n8	7	relation	216	0	6912	31147	0	868	868
pso	safestack_relacy.yml	predicate	31	$n9	3	relation	216	0	6912	31147	0	868	868
pso	safestack_relacy.yml	predicate	32	$n10	3	relation	216	0	6912	31147	0	868	868
pso	safestack_relacy.yml	predicate	33	$n11	2	relation	216	1979	6912	31147	0	8784	6912
pso	safestack_relacy.yml	predicate	34	$n12	5	set	216	44	32	31147	0	27	27
pso	safestack_relacy.yml	predicate	35	$n13	7	relation	216	44	6912	31147	0	1044	1044
pso	safestack_relacy.yml	predicate	36	$n14	3	relation	216	1136	6912	31147	0	5412	5412
pso	safestack_relacy.yml	predicate	37	$n15	7	relation	216	105	6912	31147	0	1288	1288
pso	safestack_relacy.yml	predicate	38	$n16	3	relation	216	871	6912	31147	0	4352	4352
pso	safestack_relacy.yml	predicate	39	$n17	11	relation	216	4591	6912	31147	0	19232	6912
pso	safestack_relacy.yml	predicate	40	$n18	3	relation	216	24	6912	31147	0	964	964
pso	safestack_relacy.yml	predicate	41	$n19	11	relation	216	4591	6912	31147	0	19232	6912
pso	safestack_relacy.yml	predicate	42	$n20	3	relation	216	1246	6912	31147	0	5852	5852
pso	safestack_relacy.yml	predicate	43	$n21	11	relation	216	4591	6912	31147	0	19232	6912
pso	safestack_relacy.yml	predicate	44	$n22	3	relation	216	46	6912	31147	0	1052	1052
pso	safestack_relacy.yml	predicate	45	$n23	11	relation	216	4591	6912	31147	0	19232	6912
pso	safestack_relacy.yml	predicate	46	$n24	3	relation	216	138	6912	31147	0	1420	1420
pso	safestack_relacy.yml	predicate	47	$n25	2	relation	216	4026	6912	31147	0	16972	6912
pso	safestack_relacy.yml	predicate	48	$n26	3	relation	216	111	6912	31147	0	1312	1312
pso	safestack_relacy.yml	predicate	49	$n27	5	relation	216	1	6912	31147	0	872	872
pso	safestack_relacy.yml	predicate	50	$n28	5	relation	216	565	6912	31147	0	3128	3128
pso	safestack_relacy.yml	predicate	51	$n29	2	relation	216	599	6912	31147	0	3264	3264
pso	safestack_relacy.yml	predicate	52	$n30	2	relation	216	739	6912	31147	0	3824	3824
pso	safestack_relacy.yml	predicate	53	$n31	2	relation	216	903	6912	31147	0	4480	4480
pso	13-privatized_04-priv_multi_true.yml	base	-1	F	-1	set	3088	0	392	0	0	386	386
pso	13-privatized_04-priv_multi_true.yml	base	-1	R	-1	set	3088	1232	392	0	0	386	386
pso	13-privatized_04-priv_multi_true.yml	base	-1	SC	-1	set	3088	0	392	0	0	386	386
pso	13-privatized_04-priv_multi_true.yml	base	-1	W	-1	set	3088	1688	392	0	0	386	386
pso	13-privatized_04-priv_multi_true.yml	base	-1	co	-1	relation	3088	375126	1210496	0	0	1512860	1210496
pso	13-privatized_04-priv_multi_true.yml	base	-1	ext	-1	relation	3088	3031654	1210496	0	0	12138972	1210496
pso	13-privatized_04-priv_multi_true.yml	base	-1	fr	-1	relation	3088	220224	1210496	0	0	893252	893252
pso	13-privatized_04-priv_multi_true.yml	base	-1	loc	-1	relation	3088	2424676	1210496	0	0	9711060	1210496
pso	13-privatized_04-priv_multi_true.yml	base	-1	po	-1	relation	3088	3250495	1210496	0	0	13014336	1210496
pso	13-privatized_04-priv_multi_true.yml	base	-1	rf	-1	relation	3088	1232	1210496	0	0	17284	17284
pso	13-privatized_04-priv_multi_true.yml	base	-1	rmw	-1	relation	3088	431	1210496	0	0	14080	14080
pso	13-privatized_04-priv_multi_true.yml	base	-1	tc	-1	relation	3088	3	1210496	0	0	12368	12368
pso	13-privatized_04-priv_multi_true.yml	base	-1	tj	-1	relation	3088	0	1210496	0	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	0	com	2	relation	3088	595377	1210496	256	0	2393864	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	1	ww_loc	5	relation	3088	233450	1210496	256	0	946156	946156
pso	13-privatized_04-priv_multi_true.yml	predicate	2	ppo	2	relation	3088	1625474	1210496	256	0	6514252	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	3	lifecycle	2	relation	3088	5506	1210496	256	0	34380	34380
pso	13-privatized_04-priv_multi_true.yml	predicate	4	order	2	relation	3088	1811811	1210496	256	0	7259600	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	5	reach	12	relation	3088	3101793	1210496	256	0	12419528	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	6	rf	0	relation	3088	1232	1210496	0	0	17284	17284
pso	13-privatized_04-priv_multi_true.yml	predicate	7	ext	0	relation	3088	3031654	1210496	0	0	12138972	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	8	rfe	5	relation	3088	27	1210496	256	0	12464	12464
pso	13-privatized_04-priv_multi_true.yml	predicate	9	fr	0	relation	3088	220224	1210496	0	0	893252	893252
pso	13-privatized_04-priv_multi_true.yml	predicate	10	co	0	relation	3088	375126	1210496	0	0	1512860	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	11	W	0	set	3088	1688	392	0	0	386	386
pso	13-privatized_04-priv_multi_true.yml	predicate	12	po	0	relation	3088	3250495	1210496	0	0	13014336	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	13	loc	0	relation	3088	2424676	1210496	0	0	9711060	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	14	R	0	set	3088	1232	392	0	0	386	386
pso	13-privatized_04-priv_multi_true.yml	predicate	15	F	0	set	3088	0	392	0	0	386	386
pso	13-privatized_04-priv_multi_true.yml	predicate	16	SC	0	set	3088	0	392	0	0	386	386
pso	13-privatized_04-priv_multi_true.yml	predicate	17	tc	0	relation	3088	3	1210496	0	0	12368	12368
pso	13-privatized_04-priv_multi_true.yml	predicate	18	tj	0	relation	3088	0	1210496	0	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	19	rmw	0	relation	3088	431	1210496	0	0	14080	14080
pso	13-privatized_04-priv_multi_true.yml	predicate	20	fre	5	relation	3088	39128	1210496	256	0	168868	168868
pso	13-privatized_04-priv_multi_true.yml	predicate	21	coe	5	relation	3088	141676	1210496	256	0	579060	579060
pso	13-privatized_04-priv_multi_true.yml	predicate	22	$n0	2	relation	3088	220251	1210496	256	0	893360	893360
pso	13-privatized_04-priv_multi_true.yml	predicate	23	$n1	7	relation	3088	1688	1210496	256	0	19108	19108
pso	13-privatized_04-priv_multi_true.yml	predicate	24	$n2	3	relation	3088	1656636	1210496	256	0	6638900	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	25	$n3	7	relation	3088	1688	1210496	256	0	19108	19108
pso	13-privatized_04-priv_multi_true.yml	predicate	26	$n4	3	relation	3088	857118	1210496	256	0	3440828	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	27	$n5	7	relation	3088	1232	1210496	256	0	17284	17284
pso	13-privatized_04-priv_multi_true.yml	predicate	28	$n6	3	relation	3088	1392024	1210496	256	0	5580452	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	29	$n7	2	relation	3088	1625474	1210496	256	0	6514252	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	30	$n8	7	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	31	$n9	3	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	32	$n10	3	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	33	$n11	2	relation	3088	1625474	1210496	256	0	6514252	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	34	$n12	5	set	3088	0	392	256	0	386	386
pso	13-privatized_04-priv_multi_true.yml	predicate	35	$n13	7	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	36	$n14	3	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	37	$n15	7	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	38	$n16	3	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	39	$n17	11	relation	3088	3253583	1210496	256	0	13026688	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	40	$n18	3	relation	3088	6	1210496	256	0	12380	12380
pso	13-privatized_04-priv_multi_true.yml	predicate	41	$n19	11	relation	3088	3253583	1210496	256	0	13026688	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	42	$n20	3	relation	3088	5506	1210496	256	0	34380	34380
pso	13-privatized_04-priv_multi_true.yml	predicate	43	$n21	11	relation	3088	3253583	1210496	256	0	13026688	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	44	$n22	3	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	45	$n23	11	relation	3088	3253583	1210496	256	0	13026688	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	46	$n24	3	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	47	$n25	2	relation	3088	1630980	1210496	256	0	6536276	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	48	$n26	3	relation	3088	1980	1210496	256	0	20276	20276
pso	13-privatized_04-priv_multi_true.yml	predicate	49	$n27	5	relation	3088	0	1210496	256	0	12356	12356
pso	13-privatized_04-priv_multi_true.yml	predicate	50	$n28	5	relation	3088	830301	1210496	256	0	3333560	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	51	$n29	2	relation	3088	830328	1210496	256	0	3333668	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	52	$n30	2	relation	3088	869456	1210496	256	0	3490180	1210496
pso	13-privatized_04-priv_multi_true.yml	predicate	53	$n31	2	relation	3088	1011132	1210496	256	0	4056884	1210496
